index,premise,hypothesis,label
9696,중소벤처기업부는 3일부터 5일까지 전주와 청주에서 동시에 제2차 동행판매 현장행사를 개최한다고 2일 밝혔다.,동행세일 2차 현장행사가 2곳에서 동시에 진행된다.,entailment
9697,소비자와 직원들의 사랑을 받는 기업으로 정말 오래 지속하고 싶다면 이런 상황에서 책임감을 보여줄 필요가 있다.,소비자들은 이런 상황에서 책임감을 보이는 기업을 사랑합니다.,entailment
9698,"위치, 청결, 호스트 모두 좋았습니다.",너무 더러웠어요.,contradiction
9699,알몬티 인더스트리는 텅스텐 채굴 개발 및 탐사에 주력하는 글로벌 광산 기업이다.,알몬티 인더스트리는 주로 스페인에서 운영되고 있다.,neutral
9700,미국의 영화 제작자 제레미 프로코체는 호머의 오디세이를 촬영하기 위해 오스트리아 감독 프리츠 랭을 고용한다.,프리츠 랭은 미국에서 매우 유명한 영화 감독이다.,neutral
9701,바다 여행 사이트에서 신호등 표시를 확인할 수 있습니다.,신호등 표지판은 하이킹 투어 사이트에서만 볼 수 있습니다.,contradiction
9702,전국 42개 도서지역 대기오염물질 저감을 위한 친환경 발전시스템과 신재생에너지 통합제어시스템도 구축해 신재생에너지 시스템의 용해도 확대한다.,재생에너지 통합제어시스템은 섬에 구축되지 않았다.,contradiction
9703,다만 함께 간 친척의 구출은 아직 확인되지 않은 것으로 알려졌다.,친척들의 구조 여부는 이미 확인된 상태다.,contradiction
9704,"이러한 정책방향에 맞춰 유기농전환기, 유기농 인증을 받을 수 있도록 무농약 친환경 실천가들이 영농을 시작하기 전에 철저히 준비해야 할 것으로 보인다.",일부 무농약 친환경농가는 이런 정책방향에 불만을 갖고 있다.,neutral
9705,KOEN 형제의 영화는 제 영화랑 너무 달라요.,코엔 형제의 영화에 대한 호불호가 강합니다.,neutral
9706,"춤을 좋아하시는 분들에게 적합하겠지만, 그 외에는 시간 낭비입니다.",그것은 춤을 좋아하는 사람들에게 매우 도움이 됩니다.,entailment
9707,배우들의 절박한 표정과 고군분투가 아깝다.,여배우들의 표정이 더 간절하다.,neutral
9708,신약의 모티브를 자유자재로 바꿔가며 이 땅의 가난한 사람들을 바라본다.,이 땅에는 가난한 사람들이 있다.,entailment
9709,영화 속의 삼국은 책 속의 삼국지보다 더 지루해요.,영화 속 삼국지는 디테일이 부족하다.,neutral
9710,이 영화가 계기가 되어 한국 영화를 본 적이 없습니다.,이 영화가 계기가 되어 한국 영화만 봅니다.,contradiction
9711,역이랑 가까운데 꽤 멀게 느껴져요.,그것은 역에서 구불구불한 길을 지나갑니다.,neutral
9712,너무 깨끗하고 주인님도 친절하시네요.,진행자는 항상 웃고 있습니다.,neutral
9713,그 주인은 친절하고 여행 팁을 많이 줍니다.,당신은 친절한 호스트였어요.,entailment
9714,이탈리아는 북쪽과 남쪽이 다소 차이가 있다고 하며 도시의 자연은 북쪽의 산업과 문화의 중심지이기도 하며 남쪽은 관광지이다.,이탈리아는 남북과 경제적으로 다소 차이가 있다.,neutral
9715,최연혜 사장은 2012년 총선에서 대전 서구에 출마한 뒤 코레일 사장에 취임할 때까지 지역당협의회 위원장을 지낸 것으로 알려졌다.,최연혜가 코레일 사장으로 재직하기 전 경력은 알려지지 않았다.,contradiction
9716,샌프란시스코 선발투수 팀 린스컴이 7회말 넬슨 크루즈의 솔로 홈런을 날렸지만 9회말 마무리 브라이언 윌슨의 결승포를 뽑아내며 승리를 낚아챘다.,넬슨 크루즈가 만루홈런을 쳤다.,contradiction
9717,이런 영화를 또 개봉해도 되는지 궁금합니다.,이런 영화를 다시 볼 수 있을까요?,entailment
9718,우선 2023년부터는 정부가 대주주에 한정한 양도세 대상을 개인투자자로 확대한다.,양도세 과세 대상은 2023년까지 대주주로 제한됐다.,entailment
9719,스토리와 액션만 잘 골랐어도 대박이 날 뻔한 영화다.,그 행동이 이야기보다 더 유감스럽다.,neutral
9720,한편 치킨집을 운영하는 어머니와 고등학생 오빠와 함께 사는 대학생 최수완(20)씨는 집안이 그리 부유하지 않다.,최수완의 남동생은 고등학교 졸업생이다.,neutral
9721,"만약 내가 뮌헨에 다시 온다면, 나는 이 숙소에 다시 머물 것이에요.",제가 다시 방문하고 싶은 뮌헨에 있는 숙소입니다.,entailment
9722,인포데믹의 가장 큰 문제는 잘못된 판단으로 생사를 가르는 잘못된 결정을 내릴 수 있다는 것이다.,인포데믹은 몇 가지 문제가 있다.,entailment
9723,포럼에서는 플랫폼별로 전 세계 백신 개발 동향을 분석하고 해외 백신 개발 관련 소개 및 상담 동향에 대해 논의한다.,포럼에서는 플랫폼별로 전 세계 백신 개발 동향을 분석하고 해외 백신 개발 관련 소개 및 상담 동향만 논의한다.,neutral
9724,이를 통해 12만4000개의 일자리를 창출한다는 계획이다.,이를 통해 일자리를 창출하자는 취지다.,entailment
9725,호남의 대표적인 서원 필암서원이 선비들의 문화체험의 장으로 부활한다.,필암서원은 호남의 대표적인 서원이다.,entailment
9726,내가 좋은 배우라고 썼으면 좋았을 텐데.,그 배우가 연기를 잘했으면 좋았을 텐데.,entailment
9727,마치 아름다운 노래를 듣는 것 같아요. 오래 걸리네.,그 영화는 여운이 많이 남는다.,neutral
9728,김강립 중앙재난안전대책본부 제1총괄조정관이 20일 중앙재난안전대책본부에서 정례 브리핑을 하고 있다.,중앙재난안전대책본부 정례브리핑이 20일 열리고 있다.,entailment
9729,상사가 정한 일정한 기준이 있는데 그 기준을 초과하면 혼난다.,일정한 기준에 부합하지 않더라도 상관없습니다.,neutral
9730,모르는 사람이 맞고 아는 사람이 이기는 것이다.,이긴 사람은 다 안다.,neutral
9731,여유로운 여행이 충분히 가깝습니다.,여유로운 여행이 가능합니다.,neutral
9732,19세기 프랑스에서는 자크 오펜바흐가 코믹 스토리와 이해하기 쉬운 음악으로 가벼운 오페라를 작곡했고 오페라의 역사는 사람들의 환영을 받으며 시작되었다.,오페라의 역사는 21세기에 시작되었다.,contradiction
9733,여유롭게 골프를 치던 버스터는 갑자기 정신을 잃고 탈옥과 옷을 갈아입은 죄로 감옥에 가게 된다.,아디다스는 탈옥수들의 옷을 만드는 회사이다.,neutral
9734,특히 법 위반행위가 재발하지 않도록 최근 2년 기준 같은 위반행위에 대해서는 위반횟수별로 과태료를 부과하기로 했다.,과태료 부과 기준은 최근 2년간 같은 위반 건수다.,entailment
9735,61년을 함께 보낸 기분이 어때요?,61년을 커플로 보낸 기분이 어떨지 궁금하다.,neutral
9736,"그러던 중, 새라의 생일 파티가 있던 날, 인도에 있는 그녀의 아버지가 파산하여 병으로 죽었다는 소식이 전해졌다.",새라의 아버지는 파티 당일 집으로 돌아간다.,contradiction
9737,버스 정류장은 숙소 바로 앞에 있습니다.,버스 정류장은 숙소에서 매우 멉니다.,contradiction
9738,베이징은 지난 20년 동안 현대 도시로 변모했고 옛 모습에서는 찾아볼 수 없다.,20년이 지났지만 베이징은 옛 모습을 유지하고 있다.,contradiction
9739,계약 만료 2개월 전에 세입자가 계약 해지 또는 임대료 인상 통지를 받지 않으면 그대로 임대차 계약을 갱신하는 것으로 본다.,임대차 계약 갱신은 최대 3년까지 가능하다.,neutral
9740,"권순일 대법관 후보자의 인사청문회 합의안이 먼저 통과됐고, 의원도 합의안이 통과됐다. 송광호의 구속 동의서가 기각되었다.",먼저 권순일 법무부 장관 후보자의 인사청문회 합의안이 통과됐다.,entailment
9741,그는 어른이 되어 몹시 가고 싶었던 경주로 가기 위해 홀로 집을 나섰다.,그는 경주로 가기 위해 아침 일찍 집을 나섰습니다.,neutral
9742,하지만 다른 시설과 편의성은 정말 좋았습니다.,기타 시설과 편의성은 높은 평가를 받았다.,entailment
9743,먼저 이장의 경우 활동수당 외에 2년에 1회 건강검진비와 월 통신비 일부를 지원하고 독감 예방접종 및 업무수첩도 제공한다.,이장은 활동 수당을 받는다.,entailment
9744,"이 도마뱀들은 전 세계에서 발견되며, 그들의 서식지는 아프리카와 유럽의 아열대 지역에 이른다.",이 도마뱀붙이류는 열대 지역에 제한적으로 분포한다.,contradiction
9745,누구보다 빛난 인생이었습니다.,그것은 가치 있는 인생이었다.,entailment
9746,"Legrand는 자신을 물었던 벌레를 잡았지만, 그것을 다른 사람들에게 빌려주었고, 대신, 그는 벌레의 그림만 그렸습니다.",레간드는 자신을 물었던 벌레가 있다고 한다.,contradiction
9747,지금도 김삼순의 아성에 도전할 만한 로맨틱 드라마는 없다.,김삼순과 어깨를 나란히 할 만한 로맨틱 드라마가 있다.,contradiction
9748,지금 보기에도 좋은 영화였던 것 같아.,내가 어렸을 때 한 번 본 영화입니다.,neutral
9749,동물들은 우리가 생각하는 것 이상이다.,나는 동물이 우리가 생각하는 것 이상이라고 생각한다.,entailment
9750,로맨스도 있지만 야구를 잘한 것 같다.,야구의 미묘한 맛을 잘 살린 것 같다.,entailment
9751,사진과 같이 숙소가 고풍스럽고 아늑합니다.,숙소가 고풍스러워요.,entailment
9752,육사가 구보를 사관생도를 위한 자발적인 훈련처럼 보이게 했다는 주장도 나왔다.,육사는 이 주장이 사실이 아니라고 주장한다.,neutral
9753,이밖에도 문화체육관광부와 관광공사는 지난해 전문기관을 통해 5개 명예대표축제에 대한 심층진단 및 컨설팅을 진행했다.,문화체육관광부와 관광공사는 5개 명예대표축제에 대해 전문기관을 거치지 않고 심도 있는 진단과 상담을 진행했다.,contradiction
9754,영화가 완성도나 미적 성취만으로 평가되어서는 안 되는 이유다.,영화는 완성도보다 미적 성취가 더 중요하다.,neutral
9755,그 위치는 믿을 수 없을 정도로 좋다.,위치가 아주 좋습니다.,entailment
9756,늦여름처럼 나른하고 열정적인 영화입니다.,그것은 나른하고 부정적인 한겨울 영화입니다.,contradiction
9757,이들은 지난 7월 열린 2018 러시아 월드컵 당시 함께 기념촬영을 한 것으로 알려졌다.,지금은 2018년 7월 이후입니다.,entailment
9758,아주 작은 부엌과 아주 작은 욕실이 있습니다.,주방에는 주방 기구가 많이 없습니다.,neutral
9759,그것은 반전이라고 할 수 없는 이야기입니다. 소피 마소의 턱이 각졌어요,둥근 턱의 소피 마르소.,contradiction
9760,"특히 고성, 삼척 등 작은 마을의 경우 눈으로 진입로가 막혀 장병들이 투입되기도 했다.",다른 지역도 병사를 배치하는 방안을 검토하고 있다.,neutral
9761,한국인들이 리뷰를 좋아하는 이유가 있습니다.,일본어 평이 좋았던 데는 이유가 있었다.,neutral
9762,"진짜 영화는 볼 만하지만, 이건 정말 재미없어.",진짜 영화는 일반 영화보다 더 재미있어요.,neutral
9763,수업이 끝난 후에는 서슴없이 이야기하고 부족한 부분을 보완하며 한계를 극복합니다.,수업 후 진행되는 상호 피드백이 한계를 극복하는 데 큰 도움이 된다는 연구결과도 있다.,neutral
9764,나는 영혼이 없고 테크닉만 있는 노래를 들었어.,노래에 소질이 있었다.,entailment
9765,어린 시절이 그리우면 이 영화에 공감하게 될 거야.,아무도 공감할 수 없는 영화.,contradiction
9766,감독이 추구하는 행복과 가정을 지나치게 표현하고 있다.,그것은 단지 행복과 가족의 약한 표현일 뿐입니다.,contradiction
9767,만 18세 이하 부모와 자녀가 자유롭게 이용할 수 있는 시설이다.,만 18세 이하 어린이들이 자유롭게 이용할 수 있는 공간이다.,entailment
